   n  timestamp       rr   bpm
89578        75297416  1134  53
89579        75298551  1119  54
89580        75299671  1012  59
89581        75300684  1069  56
89582        75301754  1094  55
89583        75302849   965  62
89584        75303815  1012  59
89585        75304828  1031  58
89586        75305860   977  61
89587        75306838  1055  57
89588        75307894  1173  51
89589        75309068  1102  54
89590        75310171  1104  54
89591        75311276  1150  52
89592        75312427  1094  55
89593        75313522  1065  56
89594        75314588  1154  52
89595        75315743  1058  57
89596        75316802   975  62
89597        75317778  1068  56
89598        75318847  1088  55
89599        75319936   987  61
89600        75320924  1037  58
89601        75321962  1030  58
89602        75322993   979  61
89603        75323973  1124  53
89604        75325098  1109  54
89605        75326208  1022  59
89606        75327231  1142  53
89607        75328374  1109  54
89608        75329484  1017  59
89609        75330502  1152  52
89610        75331655  1122  53
89611        75332778  1047  57
89612        75333826  1193  50
89613        75335020  1102  54
89614        75336123  1069  56
89615        75337193  1120  54
89616        75338314  1018  59
89617        75339333  1077  56
89618        75340411  1142  53
89619        75341554   980  61
89620        75342535  1106  54
89621        75343642  1109  54
89622        75344752  1021  59
89623        75345774  1069  56
89624        75346844   987  61
89625        75347832   904  66
89626        75348737  1029  58
89627        75349767  1105  54
89628        75350873   985  61
89629        75351859  1115  54
89630        75352975  1073  56
89631        75354049  1003  60
89632        75355053  1076  56
89633        75356130  1072  56
89634        75357203   964  62
89635        75358168  1060  57
89636        75359229  1130  53
89637        75360360  1023  59
89638        75361384  1221  49
89639        75362606  1153  52
89640        75363760  1119  54
89641        75364880  1164  52
89642        75366045  1104  54
89643        75367150  1065  56
89644        75368216  1120  54
89645        75369337  1091  55
89646        75370429  1085  55
89647        75371515  1153  52
89648        75372669  1088  55
89649        75373758  1113  54
89650        75374872  1134  53
89651        75376007  1094  55
89652        75377102  1041  58
89653        75378144  1041  58
89654        75379186  1038  58
89655        75380225   964  62
89656        75381190  1095  55
89657        75382286  1153  52
89658        75383440   970  62
89659        75384411  1061  57
89660        75385473  1097  55
89661        75386571  1000  60
89662        75387572  1079  56
89663        75388652  1134  53
89664        75389787  1032  58
89665        75390820  1126  53
89666        75391947  1129  53
89667        75393077  1003  60
89668        75394081  1072  56
89669        75395154  1067  56
89670        75396222   950  63
89671        75397173  1038  58
89672        75398212  1056  57
89673        75399269   952  63
89674        75400222  1106  54
89675        75401329  1145  52
89676        75402475  1033  58
89677        75403509  1078  56
89678        75404588  1074  56
89679        75405663   986  61
89680        75406650   994  60
89681        75407645  1084  55
89682        75408730  1065  56
89683        75409796  1070  56
89684        75410867  1154  52
89685        75412022  1111  54
89686        75413134  1117  54
89687        75414252  1187  51
89688        75415440  1136  53
89689        75416577  1124  53
89690        75417702  1176  51
89691        75418879  1046  57
89692        75419926  1064  56
89693        75420991  1079  56
89694        75422071   973  62
89695        75423045  1075  56
89696        75424121  1106  54
89697        75425228  1021  59
89698        75426250  1088  55
89699        75427339  1160  52
89700        75428500  1055  57
89701        75429556  1106  54
89702        75430663  1121  54
89703        75431785  1016  59
89704        75432802  1023  59
89705        75433826  1077  56
89706        75434904   998  60
89707        75435903  1097  55
89708        75437001  1203  50
89709        75438205  1018  59
89710        75439224  1119  54
89711        75440344  1145  52
89712        75441490  1137  53
89713        75442628  1194  50
89714        75443823  1254  48
89715        75445078  1132  53
89716        75446211  1174  51
89717        75447386  1155  52
89718        75448542  1088  55
89719        75449631  1131  53
89720        75450763  1065  56
89721        75451829   982  61
89722        75452812  1043  58
89723        75453856   962  62
89724        75454819   928  65
89725        75455748  1066  56
89726        75456815  1049  57
89727        75457865   978  61
89728        75458844  1116  54
89729        75459961  1043  58
89730        75461005   989  61
89731        75461995  1077  56
89732        75463073  1048  57
89733        75464122   979  61
89734        75465102  1110  54
89735        75466213  1046  57
89736        75467260  1052  57
89737        75468313  1182  51
89738        75469496  1147  52
89739        75470644  1053  57
89740        75471698  1162  52
89741        75472861  1125  53
89742        75473987  1102  54
89743        75475090  1162  52
89744        75476253  1107  54
89745        75477361  1108  54
89746        75478470  1172  51
89747        75479643  1079  56
89748        75480723  1100  55
89749        75481824  1145  52
89750        75482970  1105  54
89751        75484076  1198  50
89752        75485275  1128  53
89753        75486404  1094  55
89754        75487499  1158  52
89755        75488658  1142  53
89756        75489801  1102  54
89757        75490904  1147  52
89758        75492052  1083  55
89759        75493136  1063  56
89760        75494200  1103  54
89761        75495304  1034  58
89762        75496339  1018  59
89763        75497358  1035  58
89764        75498394   970  62
89765        75499365   997  60
89766        75500363  1085  55
89767        75501449  1005  60
89768        75502455  1010  59
89769        75503466  1146  52
89770        75504613  1085  55
89771        75505699  1023  59
89772        75506723  1070  56
89773        75507794  1046  57
89774        75508841  1027  58
89775        75509869  1136  53
89776        75511006  1064  56
89777        75512071  1075  56
89778        75513147  1159  52
89779        75514307  1110  54
89780        75515418   976  61
89781        75516395  1169  51
89782        75517565  1096  55
89783        75518662  1024  59
89784        75519687  1187  51
89785        75520875  1148  52
89786        75522024  1162  52
89787        75523187  1215  49
89788        75524403  1156  52
89789        75525560  1139  53
89790        75526700  1161  52
89791        75527862  1086  55
89792        75528949  1049  57
89793        75529999  1093  55
89794        75531093  1063  56
89795        75532157   989  61
89796        75533147  1058  57
89797        75534206  1049  57
89798        75535256   985  61
89799        75536242  1095  55
89800        75537338  1107  54
89801        75538446  1026  58
89802        75539473  1193  50
89803        75540667  1149  52
89804        75541817  1055  57
89805        75542873  1090  55
89806        75543964  1039  58
89807        75545004   946  63
89808        75545951  1040  58
89809        75546992  1109  54
89810        75548102  1136  53
89811        75549239  1316  46
89812        75550556  1231  49
89813        75551788  1158  52
89814        75552947  1212  50
89815        75554160  1138  53
89816        75555299  1133  53
89817        75556433  1158  52
89818        75557592  1119  54
89819        75558712  1126  53
89820        75559839  1159  52
89821        75560999  1121  54
89822        75562121  1158  52
89823        75563280  1186  51
89824        75564467  1122  53
89825        75565590  1123  53
89826        75566714  1129  53
89827        75567844  1080  56
89828        75568925  1128  53
89829        75570054  1127  53
89830        75571182  1098  55
89831        75572281  1166  51
89832        75573448  1146  52
89833        75574595  1107  54
89834        75575703  1137  53
89835        75576841  1062  56
89836        75577904  1057  57
89837        75578962  1115  54
89838        75580078  1043  58
89839        75581122  1035  58
89840        75582158  1134  53
89841        75583293  1066  56
89842        75584360  1041  58
89843        75585402  1110  54
89844        75586513  1046  57
89845        75587560  1111  54
89846        75588672  1211  50
89847        75589884  1128  53
89848        75591013  1183  51
89849        75592197  1186  51
89850        75593384  1118  54
89851        75594503  1166  51
89852        75595670  1111  54
89853        75596782  1079  56
89854        75597862  1149  52
89855        75599012  1104  54
89856        75600117  1061  57
89857        75601179  1084  55
89858        75602264  1096  55
89859        75603361  1017  59
89860        75604379  1150  52
89861        75605530  1153  52
89862        75606684  1084  55
89863        75607769  1151  52
89864        75608921  1104  54
89865        75610026  1049  57
89866        75611076  1160  52
89867        75612237  1124  53
89868        75613362  1098  55
89869        75614461  1210  50
89870        75615672  1139  53
89871        75616812  1190  50
89872        75618003  1212  50
89873        75619216  1137  53
89874        75620354  1182  51
89875        75621537  1134  53
89876        75622672  1094  55
89877        75623767  1175  51
89878        75624943  1167  51
89879        75626111  1144  52
89880        75627256  1207  50
89881        75628464  1191  50
89882        75629656  1123  53
89883        75630780  1188  51
89884        75631969  1142  53
89885        75633112  1097  55
89886        75634210  1163  52
89887        75635374  1139  53
89888        75636514  1087  55
89889        75637602  1130  53
89890        75638733  1096  55
89891        75639830  1056  57
89892        75640887  1121  54
89893        75642009  1108  54
89894        75643118  1074  56
89895        75644193  1113  54
89896        75645307  1107  54
89897        75646415  1029  58
89898        75647445  1043  58
89899        75648489  1000  60
89900        75649490   915  66
89901        75650406  1020  59
89902        75651427  1151  52
89903        75652579  1071  56
89904        75653651  1152  52
89905        75654804  1195  50
89906        75656000  1087  55
89907        75657088  1127  53
89908        75658216  1089  55
89909        75659306   981  61
89910        75660288  1078  56
89911        75661367  1044  57
89912        75662412  1025  59
89913        75663438  1257  48
89914        75664696  1187  51
89915        75665884  1215  49
89916        75667100  1271  47
89917        75668372  1146  52
89918        75669519  1160  52
89919        75670680  1156  52
89920        75671837  1077  56
89921        75672915  1139  53
89922        75674055  1150  52
89923        75675206  1081  56
89924        75676288  1143  52
89925        75677432  1151  52
89926        75678584  1087  55
89927        75679672  1181  51
89928        75680854  1138  53
89929        75681993  1118  54
89930        75683112  1160  52
89931        75684273  1117  54
89932        75685391  1081  56
89933        75686473  1106  54
89934        75687580  1066  56
89935        75688647   956  63
89936        75689604  1106  54
89937        75690711  1052  57
89938        75691764  1009  59
89939        75692774  1226  49
89940        75694001  1147  52
89941        75695149  1137  53
89942        75696287  1184  51
89943        75697472  1103  54
89944        75698576  1152  52
89945        75699729  1121  54
89946        75700851  1048  57
89947        75701900  1133  53
89948        75703034  1141  53
89949        75704176  1071  56
89950        75705248  1177  51
89951        75706426  1128  53
89952        75707555  1055  57
89953        75708611  1115  54
89954        75709727  1021  59
89955        75710749   947  63
89956        75711697  1126  53
89957        75712824  1188  51
89958        75714013  1075  56
89959        75715089  1196  50
89960        75716286  1170  51
89961        75717457  1104  54
89962        75718562  1181  51
89963        75719744  1117  54
89964        75720862  1074  56
89965        75721937  1113  54
89966        75723051  1076  56
89967        75724128  1021  59
89968        75725150  1117  54
89969        75726268  1120  54
89970        75727389  1017  59
89971        75728407  1145  52
89972        75729553  1090  55
89973        75730644  1077  56
89974        75731722  1164  52
89975        75732887  1104  54
89976        75733992  1109  54
89977        75735102  1148  52
89978        75736251  1082  55
89979        75737334  1126  53
89980        75738461  1151  52
89981        75739613  1107  54
89982        75740721  1106  54
89983        75741828  1135  53
89984        75742964  1060  57
89985        75744025  1063  56
89986        75745089  1150  52
89987        75746240  1061  57
89988        75747302  1104  54
89989        75748407  1168  51
89990        75749576  1066  56
89991        75750643  1111  54
89992        75751755  1165  52
89993        75752921  1047  57
89994        75753969  1081  56
89995        75755051  1169  51
89996        75756221  1050  57
89997        75757272  1188  51
89998        75758461  1117  54
89999        75759579  1047  57
90000        75760627  1089  55
90001        75761717  1100  55
90002        75762818  1006  60
90003        75763825  1080  56
90004        75764906  1129  53
90005        75766036  1005  60
90006        75767042  1209  50
90007        75768252  1102  54
90008        75769355   998  60
90009        75770354  1133  53
90010        75771488  1078  56
90011        75772567  1011  59
90012        75773579  1104  54
90013        75774684  1137  53
90014        75775822  1011  59
90015        75776834  1076  56
90016        75777911  1166  51
90017        75779078  1076  56
90018        75780155  1099  55
90019        75781255  1103  54
90020        75782359  1016  59
90021        75783376  1088  55
90022        75784465  1080  56
90023        75785546   965  62
90024        75786512  1063  56
90025        75787576  1117  54
90026        75788694  1006  60
90027        75789701  1093  55
90028        75790795  1104  54
90029        75791900  1016  59
90030        75792917  1098  55
90031        75794016  1167  51
90032        75795184  1094  55
90033        75796279  1237  49
90034        75797517  1188  51
90035        75798706  1127  53
90036        75799834  1195  50
90037        75801030  1144  52
90038        75802175  1108  54
90039        75803284  1140  53
90040        75804425  1055  57
90041        75805481  1131  53
90042        75806613  1182  51
90043        75807796  1085  55
90044        75808882  1147  52
90045        75810030  1123  53
90046        75811154  1069  56
90047        75812224  1164  52
90048        75813389  1129  53
90049        75814519  1032  58
90050        75815552  1103  54
90051        75816656  1095  55
90052        75817752  1049  57
90053        75818802  1181  51
90054        75819984  1135  53
90055        75821120  1217  49
90056        75822338  1247  48
90057        75823586  1119  54
90058        75824706  1174  51
90059        75825881  1158  52
90060        75827040  1092  55
90061        75828133  1107  54
90062        75829241  1071  56
90063        75830313  1063  56
90064        75831377  1189  50
90065        75832567  1138  53
90066        75833706  1140  53
90067        75834847  1162  52
90068        75836010  1117  54
90069        75837128  1152  52
90070        75838281  1140  53
90071        75839422  1076  56
90072        75840499  1133  53
90073        75841633  1127  53
90074        75842761  1057  57
90075        75843819   984  61
90076        75844804   867  69
90077        75845672   831  72
90078        75846503   800  75
90079        75847304   788  76
90080        75848093   774  78
90081        75848868   774  78
90082        75849642   753  80
90083        75850396   747  80
90084        75851144   736  82
90085        75851881   726  83
90086        75852607   716  84
90087        75853324   716  84
90088        75854041   718  84
90089        75854759   715  84
90090        75855475   699  86
90091        75856175   700  86
90092        75856876   689  87
90093        75857565   681  88
90094        75858247   671  89
90095        75858919   677  89
90096        75859596   679  88
90097        75860276   701  86
90098        75860978   846  71
90099        75861825   881  68
90100        75862707   998  60
90101        75863706  1258  48
90102        75864965  1183  51
90103        75866149  1201  50
90104        75867351  1215  49
90105        75868567  1166  51
90106        75869734  1223  49
90107        75870958  1194  50
90108        75872153  1075  56
90109        75873229  1167  51
90110        75874397  1081  56
90111        75875479  1057  57
90112        75876537  1260  48
90113        75877798  1227  49
90114        75879026  1157  52
90115        75880184  1228  49
90116        75881413  1167  51
90117        75882581  1090  55
90118        75883672  1151  52
90119        75884824  1169  51
90120        75885994  1085  55
90121        75887080  1138  53
90122        75888219  1222  49
90123        75889442  1097  55
90124        75890540  1163  52
90125        75891704  1188  51
90126        75892893  1138  53
90127        75894032  1199  50
90128        75895232  1173  51
90129        75896406  1101  54
90130        75897508  1150  52
90131        75898659  1231  49
90132        75899891  1114  54
90133        75901006  1179  51
90134        75902186  1169  51
90135        75903356  1091  55
90136        75904448  1144  52
90137        75905593  1173  51
90138        75906767  1173  51
90139        75907941  1107  54
90140        75909049  1138  53
90141        75910188  1166  51
90142        75911355  1191  50
90143        75912547  1127  53
90144        75913675  1266  47
90145        75914942  1215  49
90146        75916158  1171  51
90147        75917330  1452  41
90148        75918783  1266  47
90149        75920050  1306  46
90150        75921357  1258  48
90151        75922616  1155  52
90152        75923772  1212  50
90153        75924985  1162  52
90154        75926148  1129  53
90155        75927278  1155  52
90156        75928434  1157  52
90157        75929592  1101  54
90158        75930694  1146  52
90159        75931841  1105  54
90160        75932947  1058  57
90161        75934006  1084  55
90162        75935091  1052  57
90163        75936144   977  61
90164        75937122  1037  58
90165        75938160  1082  55
90166        75939243  1009  59
90167        75940253  1019  59
90168        75941273  1060  57
90169        75942334   967  62
90170        75943302  1055  57
90171        75944358   994  60
90172        75945353   914  66
90173        75946268   965  62
90174        75947234   979  61
90175        75948214   970  62
90176        75949185  1101  54
90177        75950287  1414  42
90178        75951702  1251  48
90179        75952954  1249  48
90180        75954204  1219  49
90181        75955424  1238  48
90182        75956663  1315  46
90183        75957979  1215  49
90184        75959195  1248  48
90185        75960444  1188  51
90186        75961633  1259  48
90187        75962893  1161  52
90188        75964055  1171  51
90189        75965227  1127  53
90190        75966355  1079  56
90191        75967435  1184  51
90192        75968620  1024  59
90193        75969645   975  62
90194        75970621  1232  49
90195        75971854  1043  58
90196        75972898   994  60
90197        75973893  1092  55
90198        75974986  1173  51
90199        75976160  1063  56
90200        75977224  1126  53
90201        75978351  1104  54
90202        75979456   960  63
90203        75980417   967  62
90204        75981385   952  63
90205        75982338   921  65
90206        75983260  1023  59
90207        75984284  1060  57
90208        75985345   999  60
90209        75986345  1050  57
90210        75987396  1087  55
90211        75988484   996  60
90212        75989481  1058  57
90213        75990540  1073  56
90214        75991614  1000  60
90215        75992615  1023  59
90216        75993639  1036  58
90217        75994676   977  61
90218        75995654   906  66
90219        75996561   978  61
90220        75997540  1071  56
90221        75998612  1032  58
90222        75999645  1190  50
90223        76000836  1238  48
90224        76002075  1224  49
90225        76003300  1248  48
90226        76004549  1197  50
90227        76005747  1229  49
90228        76006977  1102  54
90229        76008080  1188  51
90230        76009269  1177  51
90231        76010447  1012  59
90232        76011460  1320  45
90233        76012781  1248  48
90234        76014030  1148  52
90235        76015179  1215  49
90236        76016395  1193  50
90237        76017589  1156  52
90238        76018746  1245  48
90239        76019992  1130  53
90240        76021123  1103  54
90241        76022227  1210  50
90242        76023438  1163  52
90243        76024602  1119  54
90244        76025722  1205  50
90245        76026928  1200  50
90246        76028129  1104  54
90247        76029234  1155  52
90248        76030390  1126  53
90249        76031517  1059  57
90250        76032577  1105  54
90251        76033683  1098  55
90252        76034782  1048  57
90253        76035831  1011  59
90254        76036843  1064  56
90255        76037908  1074  56
90256        76038983  1010  59
90257        76039994  1151  52
90258        76041146  1200  50
90259        76042347  1134  53
90260        76043482  1196  50
90261        76044679  1123  53
90262        76045803  1129  53
90263        76046933  1171  51
90264        76048105  1085  55
90265        76049191  1229  49
90266        76050421  1298  46
90267        76051720  1160  52
90268        76052881  1256  48
90269        76054138  1235  49
90270        76055374  1112  54
90271        76056487  1388  43
90272        76057876  1220  49
90273        76059097  1196  50
90274        76060294  1200  50
90275        76061495  1091  55
90276        76062587  1066  56
90277        76063654  1154  52
90278        76064809  1178  51
90279        76065988  1102  54
90280        76067091  1235  49
90281        76068327  1143  52
90282        76069471  1116  54
90283        76070588  1154  52
90284        76071743   988  61
90285        76072732   871  69
90286        76073604   891  67
90287        76074496  1091  55
90288        76075588  1157  52
90289        76076746  1116  54
90290        76077863  1427  42
90291        76079291  1200  50
90292        76080492  1210  50
90293        76081703  1213  49
90294        76082917  1148  52
90295        76084066  1179  51
90296        76085246  1160  52
90297        76086407  1221  49
90298        76087629  1269  47
90299        76088899  1181  51
90300        76090081  1283  47
90301        76091365  1150  52
90302        76092516  1213  49
90303        76093730  1252  48
90304        76094983  1194  50
90305        76096178  1257  48
90306        76097436  1082  55
90307        76098519  1146  52
90308        76099666  1016  59
90309        76100683  1140  53
90310        76101824  1447  41
90311        76103272  1216  49
90312        76104489  1227  49
90313        76105717  1134  53
90314        76106852  1161  52
90315        76108014  1174  51
90316        76109189  1104  54
90317        76110294  1166  51
90318        76111461  1196  50
90319        76112658  1137  53
90320        76113796  1239  48
90321        76115036  1216  49
90322        76116253  1208  50
90323        76117462  1237  49
90324        76118700  1208  50
90325        76119909  1244  48
90326        76121154  1167  51
90327        76122322  1183  51
90328        76123506  1271  47
90329        76124778  1178  51
90330        76125957  1244  48
90331        76127202  1161  52
90332        76128364  1162  52
90333        76129527  1229  49
90334        76130757  1129  53
90335        76131887  1133  53
90336        76133021  1125  53
90337        76134147  1088  55
90338        76135236  1004  60
90339        76136241  1063  56
90340        76137305  1190  50
90341        76138496  1029  58
90342        76139526  1173  51
90343        76140700  1204  50
90344        76141905  1122  53
90345        76143028  1150  52
90346        76144179  1102  54
90347        76145282  1032  58
90348        76146315   954  63
90349        76147270   944  64
90350        76148214   949  63
90351        76149164   912  66
90352        76150077   967  62
90353        76151045  1059  57
90354        76152105  1012  59
90355        76153118  1049  57
90356        76154168  1192  50
90357        76155361   992  60
90358        76156354  1134  53
90359        76157489  1057  57
90360        76158547   999  60
90361        76159547  1164  52
90362        76160712  1154  52
90363        76161867  1084  55
90364        76162952  1206  50
90365        76164159   961  62
90366        76165121   912  66
90367        76166034   987  61
90368        76167022  1147  52
90369        76168170   982  61
90370        76169153  1100  55
90371        76170254  1052  57
90372        76171307   951  63
90373        76172259   999  60
90374        76173258   993  60
90375        76174252   900  67
90376        76175153   940  64
90377        76176094   926  65
90378        76177021   929  65
90379        76177951   886  68
90380        76178838   955  63
90381        76179794   987  61
90382        76180782   895  67
90383        76181678   958  63
90384        76182637   930  65
90385        76183568   868  69
90386        76184437   862  70
90387        76185299   892  67
90388        76186192   878  68
90389        76187071   841  71
90390        76187913   871  69
90391        76188785   859  70
90392        76189645   831  72
90393        76190477   824  73
90394        76191301   851  71
90395        76192153   863  70
90396        76193017   836  72
90397        76193854   829  72
90398        76194684   867  69
90399        76195552   908  66
90400        76196461   892  67
90401        76197353   927  65
90402        76198281   924  65
90403        76199206   880  68
90404        76200087   862  70
90405        76200950   911  66
90406        76201862   938  64
90407        76202801   907  66
90408        76203709   896  67
90409        76204606  1065  56
90410        76205672  1046  57
90411        76206719   974  62
90412        76207694  1104  54
90413        76208799  1129  53
90414        76209929  1007  60
90415        76210937  1064  56
90416        76212002  1125  53
90417        76213128  1049  57
90418        76214178  1240  48
90419        76215419  1153  52
90420        76216573  1052  57
90421        76217626  1171  51
90422        76218798  1197  50
90423        76219996  1085  55
90424        76221082  1184  51
90425        76222267  1268  47
90426        76223536  1142  53
90427        76224679  1212  50
90428        76225892  1234  49
90429        76227127  1106  54
90430        76228234  1216  49
90431        76229451  1117  54
90432        76230569   974  62
90433        76231544  1170  51
90434        76232715  1163  52
90435        76233879  1053  57
90436        76234933  1092  55
90437        76236026  1227  49
90438        76237254  1125  53
90439        76238380  1038  58
90440        76239419  1188  51
90441        76240608  1068  56
90442        76241677   986  61
90443        76242664  1159  52
90444        76243824  1094  55
90445        76244919   969  62
90446        76245889  1154  52
90447        76247044  1185  51
90448        76248230  1079  56
90449        76249310  1121  54
90450        76250432  1154  52
90451        76251587  1002  60
90452        76252590  1191  50
90453        76253782  1086  55
90454        76254869  1045  57
90455        76255915  1120  54
90456        76257036  1034  58
90457        76258071  1053  57
90458        76259125  1158  52
90459        76260284  1143  52
90460        76261428  1132  53
90461        76262561  1105  54
90462        76263667   994  60
90463        76264662  1226  49
90464        76265889  1155  52
90465        76267045  1112  54
90466        76268158  1218  49
90467        76269377  1086  55
90468        76270464  1150  52
90469        76271615  1204  50
90470        76272820  1076  56
90471        76273897  1131  53
90472        76275029  1116  54
90473        76276146  1010  59
90474        76277157  1092  55
90475        76278250  1140  53
90476        76279391  1044  57
90477        76280436  1136  53
90478        76281573  1228  49
90479        76282802  1126  53
90480        76283929  1209  50
90481        76285139  1151  52
90482        76286291  1125  53
90483        76287417  1097  55
90484        76288515  1019  59
90485        76289534   952  63
90486        76290487  1012  59
90487        76291500  1002  60
90488        76292503   982  61
90489        76293486  1079  56
90490        76294566  1153  52
90491        76295720  1105  54
90492        76296826  1074  56
90493        76297901  1104  54
90494        76299006  1069  56
90495        76300076   998  60
90496        76301075  1028  58
90497        76302104   976  61
90498        76303081   896  67
90499        76303978   974  62
90500        76304953  1049  57
90501        76306003  1043  58
90502        76307047  1020  59
90503        76308068  1188  51
90504        76309257  1181  51
90505        76310439  1098  55
90506        76311538  1153  52
90507        76312692  1108  54
90508        76313801  1024  59
90509        76314826  1062  56
90510        76315889  1094  55
90511        76316984  1041  58
90512        76318026  1172  51
90513        76319199  1146  52
90514        76320346  1159  52
90515        76321506  1207  50
90516        76322714  1144  52
90517        76323859  1204  50
90518        76325064  1179  51
90519        76326244  1179  51
90520        76327424  1121  54
90521        76328546  1147  52
90522        76329694  1258  48
90523        76330953  1115  54
90524        76332069  1257  48
90525        76333327  1172  51
90526        76334500  1187  51
90527        76335688  1331  45
90528        76337020  1289  47
90529        76338310  1221  49
90530        76339532  1025  59
90531        76340558  1249  48
90532        76341808  1257  48
90533        76343066  1103  54
90534        76344170  1212  50
90535        76345383  1140  53
90536        76346524  1102  54
90537        76347627  1223  49
90538        76348851  1146  52
90539        76349998  1061  57
90540        76351060  1225  49
90541        76352286  1190  50
90542        76353477  1099  55
90543        76354577  1204  50
90544        76355782  1159  52
90545        76356942  1055  57
90546        76357998  1179  51
90547        76359178  1205  50
90548        76360384  1031  58
90549        76361416  1151  52
90550        76362568  1261  48
90551        76363830  1093  55
90552        76364924  1168  51
90553        76366093  1269  47
90554        76367363  1122  53
90555        76368486  1143  52
90556        76369630  1083  55
90557        76370714  1030  58
90558        76371745  1031  58
90559        76372777  1060  57
90560        76373838  1000  60
90561        76374839  1034  58
90562        76375874  1171  51
90563        76377046  1095  55
90564        76378142  1066  56
90565        76379209  1146  52
90566        76380356  1068  56
90567        76381425   987  61
90568        76382413  1073  56
90569        76383487  1040  58
90570        76384528   929  65
90571        76385458  1009  59
90572        76386468  1136  53
90573        76387605  1065  56
90574        76388671  1059  57
90575        76389731  1141  53
90576        76390873  1104  54
90577        76391978  1038  58
90578        76393017  1093  55
90579        76394111   985  61
90580        76395097  1027  58
90581        76396125  1034  58
90582        76397160   993  60
90583        76398154  1022  59
90584        76399177  1123  53
90585        76400301   979  61
90586        76401281  1056  57
90587        76402338  1058  57
90588        76403397   995  60
90589        76404393  1135  53
90590        76405529  1115  54
90591        76406645   967  62
90592        76407613  1019  59
90593        76408633  1035  58
90594        76409669   978  61
90595        76410648   951  63
90596        76411600  1042  58
90597        76412643  1076  56
90598        76413720  1015  59
90599        76414736  1106  54
90600        76415843  1095  55
90601        76416939   998  60
90602        76417938  1086  55
90603        76419025  1050  57
90604        76420076   982  61
90605        76421059  1043  58
90606        76422103  1134  53
90607        76423238  1022  59
90608        76424261  1121  54
90609        76425383  1078  56
90610        76426462  1038  58
90611        76427501  1256  48
90612        76428758  1140  53
90613        76429899  1040  58
90614        76430940  1063  56
90615        76432004  1033  58
90616        76433038   968  62
90617        76434007  1059  57
90618        76435067  1299  46
90619        76436367  1205  50
90620        76437573  1160  52
90621        76438734  1167  51
90622        76439902  1137  53
90623        76441040   992  60
90624        76442033  1043  58
90625        76443077  1012  59
90626        76444090   959  63
90627        76445050   994  60
90628        76446045  1021  59
90629        76447067   998  60
90630        76448066  1022  59
90631        76449089  1163  52
90632        76450253  1061  57
90633        76451315  1035  58
90634        76452351  1096  55
90635        76453448  1093  55
90636        76454542   971  62
90637        76455514  1043  58
90638        76456558  1112  54
90639        76457671   982  61
90640        76458654   964  62
90641        76459619  1140  53
90642        76460760  1093  55
90643        76461854   962  62
90644        76462817  1108  54
90645        76463926  1150  52
90646        76465077  1005  60
90647        76466083  1087  55
90648        76467171  1045  57
90649        76468217   979  61
90650        76469197  1051  57
90651        76470249  1018  59
90652        76471268   947  63
90653        76472216  1062  56
90654        76473279  1063  56
90655        76474343   961  62
90656        76475305  1084  55
90657        76476390  1079  56
90658        76477470   960  63
90659        76478431   940  64
90660        76479372   962  62
90661        76480335   948  63
90662        76481284   912  66
90663        76482197   931  64
90664        76483129   964  62
90665        76484093   854  70
90666        76484948   856  70
90667        76485805   820  73
90668        76486626   783  77
90669        76487410   810  74
90670        76488220   776  77
90671        76488997   758  79
90672        76489756   738  81
90673        76490495   732  82
90674        76491227   564 106
90675        76492074  1094  55
90676        76496158   685  88
90677        76497119  1019  59
90678        76498138   336 179
90679        76503320   712  84
90680        76504033   778  77
90681        76504812  1094  55
90682        76505907   956  63
90683        76506864   972  62
90684        76507837  1214  49
90685        76509052  1049  57
90686        76510101   904  66
90687        76511006   826  73
90688        76511833   797  75
90689        76512631   799  75
90690        76513431   832  72
90691        76514264   949  63
90692        76515214   924  65
90693        76516139  1299  46
90694        76517439  1223  49
90695        76518663  1126  53
90696        76519790  1213  49
90697        76521004  1016  59
90698        76522021   886  68
90699        76522908   854  70
90700        76523763   835  72
90701        76524599   902  67
90702        76525502  1343  45
90703        76526846  1153  52
90704        76528000  1258  48
90705        76529259  1171  51
90706        76530431  1071  56
90707        76531503  1098  55
90708        76532602  1231  49
90709        76533834  1119  54
90710        76534954  1305  46
90711        76536260  1112  54
90712        76537373  1199  50
90713        76538573  1336  45
90714        76539910  1159  52
90715        76541070  1315  46
90716        76542386  1125  53
90717        76543512  1096  55
90718        76544609  1124  53
90719        76545734  1102  54
90720        76546837  1155  52
90721        76547993  1187  51
90722        76549181  1123  53
90723        76550305  1172  51
90724        76551478  1152  52
90725        76552896   794  76
90726        76553691   971  62
90727        76554663   884  68
90728        76555548   866  69
90729        76556415   843  71
90730        76557258   834  72
90731        76558093   851  71
90732        76558945  1082  55
90733        76560028  1296  46
90734        76561325  1190  50
90735        76562516  1256  48
90736        76563773  1088  55
90737        76564862  1103  54
90738        76565966  1160  52
90739        76567127  1079  56
90740        76568207  1207  50
90741        76569415  1216  49
90742        76570632  1109  54
90743        76571742  1206  50
90744        76572949  1151  52
90745        76574101  1096  55
90746        76575198  1171  51
90747        76576370  1129  53
90748        76577500  1125  53
90749        76578626  1167  51
90750        76579794  1055  57
90751        76580850  1086  55
90752        76581937  1140  53
90753        76583078  1104  54
90754        76584183  1017  59
90755        76585201  1126  53
90756        76586328  1115  54
90757        76587444  1057  57
90758        76588502  1137  53
90759        76589640  1145  52
